epoch,step,loss,time
0,10,3.342128276824951,,3.5178749561309814
0,20,2.9342153072357178,,6.708768606185913
0,30,2.861154794692993,,9.894659042358398
0,40,2.7680087089538574,,13.08387017250061
0,50,2.6888904571533203,,16.273902893066406
0,60,2.6414685249328613,,19.46632146835327
0,70,2.602787971496582,,22.657771348953247
0,80,2.4972004890441895,,25.852526664733887
0,90,2.4835612773895264,,29.04828429222107
0,100,2.4264907836914062,,32.245808601379395
0,110,2.3966565132141113,,35.44197154045105
0,120,2.2891297340393066,,38.63732290267944
0,130,2.2603049278259277,,41.83394145965576
0,140,2.186500072479248,,45.03101682662964
0,150,2.2601146697998047,,48.22971296310425
0,160,2.1179471015930176,,51.42832946777344
0,170,2.074126720428467,,54.628732204437256
0,180,2.0579724311828613,,57.829822301864624
0,190,2.037604570388794,,61.02945566177368
0,200,1.9785054922103882,,64.23139119148254
0,210,2.073190212249756,,67.43308591842651
0,220,1.9645721912384033,,70.63475775718689
0,230,1.9258086681365967,,73.83683276176453
0,240,1.9284472465515137,,77.03882026672363
0,250,1.8782422542572021,,80.24133491516113
0,260,1.847097396850586,,83.44371438026428
0,270,1.9062607288360596,,86.64606237411499
0,280,1.7556309700012207,,89.84870672225952
0,290,1.795532464981079,,93.04989004135132
0,300,1.769026279449463,,96.25268602371216
0,310,1.7505247592926025,,99.4551112651825
0,320,1.7317286729812622,,102.65665006637573
0,330,1.6955909729003906,,105.85844016075134
0,340,1.694596529006958,,109.05872702598572
0,350,1.711270809173584,,112.25955367088318
0,360,1.7020214796066284,,115.45987391471863
0,370,1.6788579225540161,,118.66202592849731
0,380,1.6198067665100098,,121.86255168914795
0,390,1.6671228408813477,,125.06380772590637
0,400,1.6135711669921875,,128.26493072509766
0,410,1.68934965133667,,131.4645698070526
0,420,1.5833746194839478,,134.6661295890808
0,430,1.6900739669799805,,137.86543607711792
0,440,1.561579942703247,,141.06578087806702
0,450,1.5788371562957764,,144.26599431037903
0,460,1.598038911819458,,147.46481895446777
0,470,1.6574761867523193,,150.66457962989807
0,480,1.6246352195739746,,153.86405849456787
0,490,1.5694324970245361,,157.06343960762024
0,500,1.674081563949585,,160.26213145256042
0,510,1.688025951385498,,163.46059441566467
0,520,1.6278409957885742,,166.6586241722107
0,530,1.5492947101593018,,169.85704278945923
0,540,1.5802967548370361,,173.05546474456787
0,550,1.6238094568252563,,176.25509929656982
0,560,1.5314054489135742,,179.45319604873657
0,570,1.5607750415802002,,182.65242099761963
0,580,1.564283847808838,,185.85002756118774
0,590,1.534484624862671,,189.04964566230774
0,600,1.6274874210357666,,192.24732208251953
0,610,1.4793697595596313,,195.44545245170593
0,620,1.57340669631958,,198.6432819366455
0,630,1.5167315006256104,,201.84035086631775
0,640,1.5047309398651123,,205.03756856918335
0,650,1.5053856372833252,,208.23513317108154
0,660,1.5092803239822388,,211.43196392059326
0,670,1.4692615270614624,,214.6304211616516
0,680,1.56160306930542,,217.82859230041504
0,690,1.4962974786758423,,221.02767181396484
0,700,1.5192357301712036,,224.2245659828186
0,710,1.5278310775756836,,227.42265033721924
0,720,1.4319206476211548,,230.61906790733337
0,730,1.4777579307556152,,233.81545186042786
0,740,1.4904589653015137,,237.01390886306763
0,750,1.4977848529815674,,240.21109771728516
0,760,1.421053171157837,,243.4089207649231
0,770,1.5256917476654053,,246.60380578041077
0,780,1.4555732011795044,,249.80030298233032
0,790,1.4875717163085938,,252.99657440185547
0,800,1.5341463088989258,,256.19220519065857
0,810,1.5009779930114746,,259.3890070915222
0,820,1.4244575500488281,,262.5843324661255
0,830,1.395758032798767,,265.7805335521698
0,840,1.497957706451416,,268.9771912097931
0,850,1.4583532810211182,,272.17321586608887
0,860,1.4431421756744385,,275.3703987598419
0,870,1.419632077217102,,278.56683325767517
0,880,1.4075345993041992,,281.7634165287018
0,890,1.3979442119598389,,284.95909428596497
0,900,1.387510061264038,,288.1549882888794
0,910,1.4589570760726929,,291.350697517395
0,920,1.4655396938323975,,294.54635643959045
0,930,1.4138809442520142,,297.7418556213379
0,940,1.405045747756958,,300.93613934516907
0,950,1.408102035522461,,304.13219809532166
0,960,1.421238660812378,,307.3269498348236
0,970,1.403439998626709,,310.5234718322754
0,980,1.449724555015564,,313.71822023391724
0,990,1.434934377670288,,316.9132227897644
0,1000,1.419224739074707,,320.1093785762787
0,1010,1.439389944076538,,323.30449199676514
0,1020,1.4315979480743408,,326.4997487068176
0,1030,1.4117486476898193,,329.69468927383423
0,1040,1.3662997484207153,,332.8897066116333
0,1050,1.3681294918060303,,336.08414912223816
0,1060,1.3900446891784668,,339.27880358695984
0,1070,1.3847284317016602,,342.47284269332886
0,1080,1.4393787384033203,,345.66637992858887
0,1090,1.41093111038208,,348.8609199523926
0,1100,1.3303120136260986,,352.05532360076904
0,1110,1.333489179611206,,355.2497251033783
0,1120,1.3352912664413452,,358.44373202323914
0,1130,1.4292457103729248,,361.63716769218445
0,1140,1.3641624450683594,,364.83227801322937
0,1150,1.3920292854309082,,368.02626967430115
0,1160,1.3847215175628662,,371.2211203575134
0,1170,1.3691883087158203,,374.41421246528625
0,1180,1.336862325668335,,377.6083097457886
0,1190,1.4186289310455322,,380.8016014099121
0,1200,1.3606010675430298,,383.9942424297333
0,1210,1.3587241172790527,,387.189090013504
0,1220,1.3542253971099854,,390.3819308280945
0,1230,1.3384056091308594,,393.5751357078552
0,1240,1.3426251411437988,,396.7677092552185
0,1250,1.330637812614441,,399.9609787464142
0,1260,1.4726850986480713,,403.1543836593628
0,1270,1.3782556056976318,,406.3481831550598
0,1280,1.3385123014450073,,409.5417957305908
0,1290,1.381252646446228,,412.7342116832733
0,1300,1.3430615663528442,,415.9275324344635
0,1310,1.3586654663085938,,419.11972546577454
0,1320,1.4108413457870483,,422.3126039505005
0,1330,1.387653112411499,,425.5050916671753
0,1340,1.311614751815796,,428.69737792015076
0,1350,1.2696325778961182,,431.8903284072876
0,1360,1.3572455644607544,,435.08131217956543
0,1370,1.309288740158081,,438.27399134635925
0,1380,1.3595224618911743,,441.46617579460144
0,1390,1.2921650409698486,,444.65884017944336
0,1400,1.3777756690979004,,447.85171818733215
0,1410,1.344942569732666,,451.04341435432434
0,1420,1.3799747228622437,,454.23561573028564
0,1430,1.3725452423095703,,457.4284429550171
0,1440,1.353502631187439,,460.6214175224304
0,1450,1.2874118089675903,,463.81370973587036
0,1460,1.3552179336547852,,467.00701379776
0,1470,1.2816075086593628,,470.19913959503174
0,1480,1.3588764667510986,,473.39088559150696
0,1490,1.3651283979415894,,476.583557844162
0,1500,1.3159750699996948,,479.77477955818176
0,1510,1.3838205337524414,,482.96773958206177
0,1520,1.3200478553771973,,486.1592311859131
0,1530,1.3377559185028076,,489.351530790329
0,1540,1.381147027015686,,492.54316234588623
0,1550,1.34163498878479,,495.73372077941895
0,1560,1.3292983770370483,,498.9249978065491
0,1570,1.3028091192245483,,502.11475825309753
0,1580,1.3106311559677124,,505.30645298957825
0,1590,1.343848705291748,,508.4973223209381
0,1600,1.2919397354125977,,511.6886930465698
0,1610,1.2862443923950195,,514.87877368927
0,1620,1.3834288120269775,,518.0701715946198
0,1630,1.2950632572174072,,521.2607243061066
0,1640,1.3160024881362915,,524.4520881175995
0,1650,1.315661907196045,,527.6434428691864
0,1660,1.321382999420166,,530.8339114189148
0,1670,1.3669309616088867,,534.0255589485168
0,1680,1.3832039833068848,,537.2156193256378
0,1690,1.278367280960083,,540.4073128700256
0,1700,1.3130199909210205,,543.5976927280426
0,1710,1.2821838855743408,,546.7886710166931
0,1720,1.2580289840698242,,549.9786207675934
0,1730,1.2943761348724365,,553.1688194274902
0,1740,1.3208975791931152,,556.3596041202545
0,1750,1.3420562744140625,,559.5497148036957
0,1760,1.3430755138397217,,562.7400949001312
0,1770,1.359342098236084,,565.930281162262
0,1780,1.297140121459961,,569.1205410957336
0,1790,1.3708170652389526,,572.310115814209
0,1800,1.337059497833252,,575.4995729923248
